fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality;color
67;31;18;77;43;570;2000;99566;317;44;94;6;1
74;14;3;13;33;250;910;9,9268E+15;353;39;106;6;1
67;31;18;77;43;570;2000;99566;317;44;94;6;1
71;4;52;13;1,48E+16;450;1490;9,9468E+15;308;56;87;5;1
64;16;25;13;47;200;770;9933;361;54;102;6;1
63;16;22;13;46;180;660;9,9307E+15;361;55;103;6;1
74;33;26;156;49;670;2100;9,9907E+15;306;68;95;5;1
74;33;26;156;49;670;2100;9,9907E+15;306;68;95;5;1
74;33;26;156;49;670;2100;9,9907E+15;306;68;95;5;1
74;33;26;156;49;670;2100;9,9907E+15;306;68;95;5;1
66;41;24;49;158;470;1440;99471;317;49;94;5;1
67;43;23;50;157;490;1450;99471;317;49;94;5;1
74;33;26;156;49;670;2100;9,9907E+15;306;68;95;5;1
73;4;28;65;3,7E+16;260;970;9,9148E+15;316;58;126;7;1
74;18;24;14;47;210;1060;9,9383E+15;352;64;105;7;1
86;17;28;27;47;380;1500;99365;31;56;108;6;1
65;32;23;12;5,4E+16;390;2080;99272;318;46;99;6;1
73;4;28;65;3,7E+16;260;970;9,9148E+15;316;58;126;7;1
70;32;31;64;31;380;1150;99235;338;58;122;7;1
75;42;19;69;4,1E+16;620;1500;99508;323;37;100;6;1
69;28;31;72;4;470;1680;9946;329;57;106;7;1
65;29;42;106;42;660;2020;99674;324;53;95;6;1
63;41;18;35;2,7E+16;230;1090;99018;334;54;128;8;1
70;32;31;64;31;380;1150;99235;338;58;122;7;1
73;3;33;23;43;280;1250;9,9084E+15;334;44;126;7;1
66;22;28;1205;5,8E+16;250;1250;99856;345;45;94;5;1
60;26;18;70;55;500;1940;9,9591E+15;321;43;90;5;1
69;44;18;118;51;260;1260;9975;323;48;91;5;1
75;42;2;14;6;150;1680;9944;306;4;94;6;1
70;36;3;50;4;400;1430;9,9173E+15;333;42;122;7;1
56;295;2;22;49;180;1340;9,9378E+15;321;68;100;5;1
68;21;55;146;53;340;1590;99805;293;44;92;5;1
94;28;3;16;45;360;1390;99534;311;49;93;5;1
81;28;34;13;35;110;1260;9,9232E+15;314;5;98;6;1
68;21;55;146;53;340;1590;99805;293;44;92;5;1
70;22;26;28;3,6E+16;440;1320;9,9078E+15;334;41;120;7;1
94;28;3;16;45;360;1390;99534;311;49;93;5;1
68;32;3;33;2,9E+16;150;800;99061;333;63;126;7;1
70;19;33;63;32;420;1270;99182;331;38;122;6;1
77;42;38;81;61;490;1440;9966;34;58;110;6;1
74;2;31;16;38;340;1160;9912;325;39;120;7;1
75;24;62;106;45;510;1530;99779;316;44;88;5;1
75;26;59;118;46;580;1640;9,9814E+15;317;46;89;4;1
66;4;32;17;35;390;840;9,9096E+15;359;48;127;7;1
80;2;3;81;3,7E+16;420;1300;99379;31;67;118;6;1
46;445;0;14;53;110;1780;99426;379;55;102;5;1
61;41;4;13;3,6E+16;230;1210;9,9228E+15;324;61;99;6;1
76;2;34;18;4,1E+16;420;1480;99335;335;66;111;6;1
69;3;21;72;45;540;1900;99595;322;48;94;5;1
70;35;17;11;49;70;1190;99297;313;36;97;6;1
69;35;55;1195;38;220;1110;99687;311;29;97;5;1
70;35;17;11;49;70;1190;99297;313;36;97;6;1
69;35;55;1195;38;220;1110;99687;311;29;97;5;1
76;3;4;22;5,4E+16;290;1750;99445;319;53;98;5;1
75;38;29;127;5;250;2090;9986;325;59;93;6;1
75;3;32;14;32;310;1610;99154;295;42;105;5;1
63;4;32;106;49;380;2090;9981;347;59;93;6;1
68;37;28;19;24;640;1060;98993;345;6;126;8;1
75;23;35;178;5,8E+16;1280;2120;100241;344;43;89;5;1
83;27;34;102;48;500;1180;99716;318;51;103;5;1
68;26;22;48;4,1E+16;1100;1980;9,9437E+15;329;67;106;5;1
65;28;35;98;67;610;1800;9972;315;57;90;4;1
72;34;3;84;51;400;1670;99756;348;62;97;5;1
70;23;26;72;4,1E+16;210;900;9,9509E+15;322;55;95;6;1
77;29;29;48;6;270;1560;99572;349;59;103;6;1
72;34;3;84;51;400;1670;99756;348;62;97;5;1
77;4;27;45;34;270;950;99175;321;59;123;8;1
67;17;27;14;32;390;1490;99254;34;52;105;5;1
70;23;26;72;4,1E+16;210;900;9,9509E+15;322;55;95;6;1
81;24;26;110;43;410;2110;9,9676E+15;311;49;100;6;1
77;28;63;111;39;580;1790;9979;308;44;88;4;1
75;23;29;26;31;240;980;9,9194E+15;30;54;109;6;1
83;26;31;20;2,9E+16;140;1410;99077;295;77;122;6;1
79;46;4;101;168;190;1840;99782;306;62;95;5;1
79;31;22;133;48;460;2120;9,9942E+15;347;59;100;5;1
79;25;34;114;4;530;2020;99708;311;57;96;6;1
61;28;16;13;6;360;1260;9,9353E+15;313;46;87;6;1
70;18;26;14;4,4E+16;460;890;99256;339;48;107;7;1
65;21;28;14;46;260;660;9,9199E+15;343;48;111;6;1
76;48;33;70;24;140;1300;9918;325;45;125;7;1
71;34;32;20;51;290;1300;99354;33;5;104;6;1
89;21;37;12;2,8E+16;200;930;99244;32;37;115;5;1
74;32;27;129;4;600;2210;99831;305;66;94;5;1
60;495;27;50;157;170;1290;9,9396E+15;303;36;93;5;1
81;25;34;101;5;300;1210;99724;317;49;101;6;1
82;25;46;375;5;140;1020;99524;328;58;97;5;1
65;18;29;17;35;390;1440;9927;349;5;105;6;1
67;24;26;126;53;440;1820;99802;342;42;97;5;1
66;32;24;13;6;425;2040;9,9512E+15;359;51;92;5;1
76;32;35;16;92;240;1380;9,9438E+15;319;44;98;5;1
74;33;44;76;5;400;2270;99679;312;52;90;5;1
72;3;3;81;5;400;1880;9,9652E+15;315;49;91;6;1
74;34;3;149;3,7E+16;700;1690;99698;325;37;104;6;1
61;16;29;60;3;290;1440;99474;368;46;107;6;1
63;1;24;60;39;250;1070;99511;359;49;105;7;1
62;45;73;72;99;470;2020;99582;321;43;92;5;1
60;33;18;30;3,6E+16;50;850;99125;328;4;115;4;1
76;48;37;12;34;50;570;99256;305;54;104;3;1
72;2;3;20;39;430;1880;9911;33;41;120;6;1
70;32;29;49;3,6E+16;410;1500;9,9168E+15;338;43;122;6;1
72;2;3;20;39;430;1880;9911;33;41;120;6;1
70;22;29;89;5;240;900;99556;329;46;98;6;1
94;23;56;1645;63;525;2820;100098;31;51;93;5;1
64;27;19;20;84;210;1910;99516;349;63;96;4;1
64;27;19;19;85;210;1960;99516;349;64;95;4;1
70;23;42;51;42;370;1440;99518;35;59;102;6;1
69;15;28;44;2,9E+16;140;1070;9,9347E+15;324;46;104;8;1
67;26;29;58;25;260;740;9929;328;53;110;6;1
69;15;28;44;2,9E+16;140;1070;9,9347E+15;324;46;104;8;1
76;2;68;129;42;560;1600;99841;305;41;87;5;1
69;3;29;13;53;240;1890;9,9362E+15;329;54;99;4;1
69;3;3;13;53;240;1860;99361;329;54;99;4;1
76;21;35;12;4,1E+16;70;1060;9914;306;45;113;4;1
68;46;26;27;42;280;830;9,9114E+15;338;51;120;8;1
70;28;26;17;42;340;1300;9925;343;5;107;8;1
65;24;29;82;43;320;1560;9,9453E+15;313;7;101;6;1
64;17;34;15;91;420;1350;9938;325;49;96;7;1
64;17;34;15;9,3E+15;430;1360;9938;325;49;96;6;1
63;695;55;129;5,6E+16;580;2520;9,9806E+15;329;49;87;5;1
70;27;29;39;5,9E+16;280;1990;9961;354;59;103;5;1
84;3;25;1775;47;250;2180;100016;298;66;91;5;1
65;19;27;49;3,7E+16;130;1010;9916;317;41;118;6;1
80;36;39;16;24;260;930;99116;315;49;119;6;1
61;16;24;14;46;170;770;99319;366;57;103;6;1
92;19;42;20;47;160;1040;9,9517E+15;309;66;100;4;1
92;16;49;20;4,4E+16;180;1070;9,9514E+15;31;53;102;4;1
80;26;28;82;38;720;2020;99566;312;56;100;6;1
88;33;36;21;34;190;1250;99166;296;98;127;6;1
98;16;46;18;46;230;1300;99587;304;67;96;5;1
66;23;18;85;4,4E+16;590;1880;9,9558E+15;316;49;95;5;1
79;44;26;445;33;230;1000;9,9117E+15;317;52;127;6;1
76;31;27;58;3,6E+16;230;1090;9,9399E+15;334;54;110;6;1
75;705;1;130;4,4E+16;440;2140;99741;31;5;91;5;1
71;21;28;27;34;230;1110;99405;335;64;102;4;1
70;16;26;73;47;300;2200;9,9622E+15;338;58;101;6;1
80;27;25;191;45;500;2080;100051;305;5;92;6;1
63;38;17;88;8;500;2120;99803;347;66;94;4;1
71;21;28;27;34;230;1110;99405;335;64;102;4;1
62;38;18;74;95;280;1950;9,9773E+15;353;71;92;4;1
82;24;3;23;5;230;1060;99397;298;5;100;5;1
70;16;26;685;47;300;2200;9,9622E+15;338;58;101;6;1
73;815;9;114;4,4E+16;450;2040;99713;315;46;90;5;1
63;41;16;9;32;250;980;99274;316;42;95;5;1
61;36;41;1935;7;670;2070;100118;339;53;91;5;1
81;4;32;79;31;230;1180;9,9176E+15;305;46;133;7;1
68;26;43;1175;45;530;1980;9969;326;55;95;5;1
62;44;18;77;96;280;2100;99771;356;72;92;5;1
72;24;29;30;3,6E+16;170;1170;99411;336;68;101;6;1
62;44;18;77;96;280;2100;99771;356;72;92;5;1
72;24;29;30;3,6E+16;170;1170;99411;336;68;101;6;1
73;22;26;15;4;320;1720;9,9194E+15;327;48;112;6;1
81;34;28;75;4;700;2300;9,9558E+15;314;55;98;6;1
73;22;26;15;4;320;1720;9,9194E+15;327;48;112;6;1
81;34;28;75;4;700;2300;9,9558E+15;314;55;98;6;1
64;28;17;83;42;610;1950;99577;322;46;94;5;1
63;29;14;705;45;500;1770;99564;323;42;90;5;1
64;27;17;84;4,4E+16;600;1980;9,9578E+15;321;47;94;5;1
74;35;2;139;5,4E+16;630;2290;9,9888E+15;311;5;89;6;1
83;28;27;175;45;480;2530;100014;302;56;91;6;1
64;35;35;56;34;90;1480;99441;317;5;98;4;1
69;43;28;94;5,6E+16;290;1830;9,9594E+15;317;43;94;5;1
80;26;28;48;5;340;1500;9,9437E+15;313;5;100;6;1
69;43;28;94;5,6E+16;290;1830;9,9594E+15;317;43;94;5;1
73;27;37;97;42;360;1300;9979;348;75;99;6;1
68;46;26;63;147;490;1590;99434;314;47;100;5;1
72;2;28;16;2,8E+16;130;1680;99203;317;106;115;6;1
76;285;32;146;63;320;2010;998;30;45;92;5;1
66;32;33;25;5,2E+16;400;2195;99316;315;6;100;5;1
76;285;32;146;63;320;2010;998;30;45;92;5;1
66;34;34;26;51;405;2100;9,9314E+15;315;61;100;5;1
66;32;33;25;5,2E+16;400;2100;99316;315;6;100;5;1
65;27;26;82;42;210;1330;9,9612E+15;343;64;98;6;1
66;26;27;15;4;190;1140;99295;336;62;105;6;1
67;27;26;23;43;610;1810;9,9394E+15;345;63;106;6;1
66;56;15;100;3,7E+16;380;1570;9,9642E+15;328;52;94;5;1
66;56;15;100;3,7E+16;380;1570;9,9642E+15;328;52;94;5;1
73;19;27;16;2,7E+16;350;1360;9,9248E+15;338;54;110;7;1
63;2;26;16;2,7E+16;360;1410;9,9268E+15;353;56;108;6;1
71;29;3;160;3,6E+16;580;2010;99954;33;67;90;5;1
78;32;33;104;31;470;1940;99692;307;58;96;6;1
81;33;36;74;3,7E+16;360;1560;99592;319;54;106;6;1
81;33;36;74;3,7E+16;360;1560;99592;319;54;106;6;1
78;32;33;104;31;470;1940;99692;307;58;96;6;1
66;33;24;1605;45;310;1470;9,9822E+15;308;52;92;5;1
66;33;24;1605;45;310;1470;9,9822E+15;308;52;92;5;1
82;26;33;26;53;110;710;9,9402E+15;289;49;95;5;1
83;25;33;25;53;120;720;9,9404E+15;289;48;95;5;1
70;26;26;108;39;370;1840;99787;347;58;103;7;1
60;26;15;12;53;350;1240;9,9347E+15;308;46;88;5;1
75;28;78;121;4,1E+16;530;1610;9,9838E+15;298;44;87;5;1
75;27;79;1195;4;510;1590;99839;298;44;87;5;1
70;28;32;17;38;270;1280;99375;32;62;102;6;1
52;16;34;8;2,9E+16;260;770;99155;325;51;101;6;1
68;34;1;14;49;290;1180;9936;321;41;95;5;1
76;25;34;13;5,6E+16;340;1760;99434;31;51;95;5;1
56;35;4;63;2,2E+16;230;1740;9922;354;5;116;7;1
88;24;23;103;32;120;970;99571;313;4;107;6;1
60;29;21;1555;43;200;1420;9,9658E+15;311;54;101;6;1
61;27;31;15;35;170;830;9,9076E+15;332;44;111;7;1
74;56;9;15;71;190;1170;9,9496E+15;322;53;98;5;1
68;29;49;14;142;520;1480;9937;308;49;90;6;1
61;27;31;15;35;170;830;9,9076E+15;332;44;111;7;1
63;27;37;79;47;580;2150;9,9542E+15;319;48;95;6;1
66;24;3;130;5,2E+16;180;1430;99825;337;49;94;6;1
68;32;3;10;49;220;1130;9,9289E+15;324;61;102;5;1
64;37;37;485;4,1E+16;395;2165;9,9432E+15;31;5;98;6;1
62;26;37;71;47;540;2010;99523;319;48;95;6;1
63;27;37;79;47;580;2150;9,9542E+15;319;48;95;6;1
64;3;16;75;5;550;1910;9959;317;49;90;5;1
80;28;32;76;45;610;2040;9,9543E+15;31;55;101;6;1
67;24;32;103;79;370;1220;9,9662E+15;302;45;88;5;1
79;27;27;17;34;250;1220;9,9088E+15;297;51;119;6;1
79;27;27;17;34;250;1220;9,9088E+15;297;51;119;6;1
61;28;24;1995;7,4E+15;320;1740;9,9922E+15;319;44;93;6;1
77;39;49;77;3,6E+16;110;1100;9966;333;76;100;6;1
60;2;24;53;75;490;2010;99466;321;43;95;5;1
61;28;24;1995;7,4E+15;320;1740;9,9922E+15;319;44;93;6;1
76;31;23;127;5,4E+16;200;1390;99836;316;5;97;4;1
76;31;23;127;5,4E+16;200;1390;99836;316;5;97;4;1
63;18;22;15;43;450;1550;9,9238E+15;319;48;102;5;1
86;23;25;113;31;130;960;99645;311;4;108;5;1
68;21;36;181;46;320;1330;10;327;48;88;5;1
68;21;36;181;46;320;1330;10;327;48;88;5;1
69;26;31;70;39;370;1750;9,9376E+15;332;49;114;6;1
68;21;36;181;46;320;1330;10;327;48;88;5;1
64;31;4;64;39;390;1910;99513;314;52;98;5;1
86;34;36;14;45;110;1190;99556;317;47;94;4;1
86;34;36;14;45;110;1190;99556;317;47;94;4;1
85;3;28;31;5,4E+16;540;1740;9,9543E+15;321;43;94;6;1
74;4;41;141;53;370;1940;9,9886E+15;32;63;94;6;1
66;32;34;77;4,4E+16;630;2120;99526;322;48;97;6;1
71;34;31;52;32;360;1400;99166;335;47;123;7;1
66;26;25;116;45;450;1780;9,9691E+15;333;43;98;6;1
80;27;57;104;53;180;1340;9,9732E+15;312;68;90;5;1
62;28;45;75;45;460;2030;9,9573E+15;326;46;92;6;1
62;3;49;112;5,8E+16;680;2150;99656;319;6;94;6;1
56;175;29;8;43;200;670;9,9112E+15;328;48;99;6;1
69;34;36;14;32;130;1450;9,9214E+15;307;52;98;5;1
69;34;3;47;2,9E+16;340;1480;99165;336;49;123;7;1
71;12;3;31;1,8E+16;150;370;9,9004E+15;302;52;119;7;1
71;32;29;40;38;330;1700;9,9463E+15;327;64;102;6;1
73;51;29;113;34;610;2240;9,9683E+15;314;56;95;6;1
71;12;3;31;1,8E+16;150;370;9,9004E+15;302;52;119;7;1
63;24;55;81;4;670;2160;9,9596E+15;324;5;92;5;1
75;41;23;148;5,4E+16;280;1740;99898;318;49;97;5;1
65;18;33;14;2,9E+16;350;1380;9,9114E+15;336;6;115;7;1
73;17;24;81;121;320;1620;99508;317;38;104;8;1
82;2;38;35;53;410;1740;99306;322;41;116;5;1
75;41;23;148;5,4E+16;280;1740;99898;318;49;97;5;1
73;17;24;81;121;320;1620;99508;317;38;104;8;1
65;18;33;14;2,9E+16;350;1380;9,9114E+15;336;6;115;7;1
73;16;35;15;3,6E+16;290;1080;9,9342E+15;327;51;102;6;1
64;16;37;15;3,7E+16;270;1090;99345;338;5;98;6;1
66;42;13;128;4,4E+16;260;1580;99772;324;47;90;5;1
58;3;12;16;3,6E+16;570;1630;99239;338;59;105;6;1
67;54;27;71;49;80;1780;9,9502E+15;316;38;94;4;1
67;54;27;71;49;80;1780;9,9502E+15;316;38;94;4;1
64;22;3;112;46;530;1490;99479;321;34;108;5;1
68;23;3;17;43;190;950;9,9207E+15;317;46;107;7;1
90;26;34;67;2,9E+16;210;1620;99497;308;5;106;6;1
65;23;25;173;46;150;1100;99828;315;42;92;6;1
59;28;14;86;32;300;1420;9,9542E+15;328;44;95;6;1
59;28;14;86;32;300;1420;9,9542E+15;328;44;95;6;1
62;27;18;15;2,8E+16;200;1110;9,9228E+15;341;5;100;5;1
90;29;34;121;3;340;1770;9,9706E+15;313;47;106;5;1
90;26;34;67;2,9E+16;210;1620;99497;308;5;106;6;1
89;27;34;107;2,9E+16;195;1660;99669;313;48;106;5;1
65;23;25;173;46;150;1100;99828;315;42;92;6;1
69;32;3;18;3,6E+16;280;1170;99269;324;48;110;6;1
72;22;24;14;4,1E+16;170;1590;9,9196E+15;325;53;112;6;1
67;5;38;75;46;260;1750;9,9662E+15;332;54;96;5;1
62;33;14;48;5,2E+16;270;1280;99475;321;48;94;5;1
63;26;42;71;45;620;2090;99544;32;53;95;6;1
75;2;47;169;5,2E+16;510;1880;99944;309;62;93;5;1
62;33;14;48;5,2E+16;270;1280;99475;321;48;94;5;1
63;26;42;71;45;620;2090;99544;32;53;95;6;1
66;36;52;113;46;80;1100;9966;307;46;94;5;1
63;13;42;11;43;630;1460;99066;313;72;112;7;1
64;15;44;12;43;670;1500;9907;314;73;112;7;1
63;13;42;11;43;630;1460;99066;313;72;112;7;1
76;23;64;129;33;540;1700;998;30;53;88;5;1
64;15;44;12;43;670;1500;9907;314;73;112;7;1
63;13;42;11;43;630;1460;99066;313;72;112;7;1
57;255;65;12;79;170;1370;9,9307E+15;32;42;94;5;1
69;32;26;23;3;110;1030;99106;306;42;111;6;1
69;28;22;100;5,2E+16;360;1310;9,9696E+15;308;46;96;5;1
69;32;26;23;3;110;1030;99106;306;42;111;6;1
57;255;65;12;79;170;1370;9,9307E+15;32;42;94;5;1
66;41;16;14;3,7E+16;280;1600;99167;295;45;106;6;1
73;37;16;149;48;590;2400;99902;313;45;89;5;1
69;21;24;18;21;170;800;98992;315;46;123;7;1
66;24;28;18;2,8E+16;390;1320;99182;334;46;114;5;1
68;28;36;70;43;600;2070;99556;316;49;96;6;1
66;24;24;86;34;250;1350;99582;333;59;103;6;1
66;24;28;18;2,8E+16;390;1320;99182;334;46;114;5;1
70;16;32;11;32;290;800;98972;323;36;121;6;1
70;14;28;13;2,6E+16;100;560;9,9352E+15;346;45;99;5;1
63;34;36;49;35;310;1850;9946;315;49;97;5;1
68;26;24;19;43;700;1540;9,9273E+15;318;52;105;5;1
67;17;42;104;38;850;1820;9,9628E+15;304;44;89;6;1
65;27;4;100;39;740;2270;99582;318;5;94;5;1
67;25;36;86;3,7E+16;630;2060;9,9553E+15;318;5;96;5;1
58;3;27;17;1,4E+16;450;1040;9,8914E+15;34;56;126;7;1
64;28;56;17;156;490;1060;99354;31;37;92;6;1
77;3;26;1895;53;360;1740;99976;32;5;104;5;1
68;18;3;128;62;190;1710;99808;30;52;90;7;1
68;18;3;128;62;190;1710;99808;30;52;90;7;1
68;18;3;128;62;190;1710;99808;30;52;90;7;1
68;18;3;128;62;190;1710;99808;30;52;90;7;1
68;18;3;128;62;190;1710;99808;30;52;90;7;1
68;18;3;128;62;190;1710;99808;30;52;90;7;1
51;14;25;7;39;150;890;9919;322;43;92;6;1
68;18;3;128;62;190;1710;99808;30;52;90;7;1
72;615;1;14;68;250;1540;9,9499E+15;32;48;97;4;1
69;13;28;133;5;470;1320;99655;334;42;101;6;1
67;34;3;85;5,9E+16;240;1520;99615;346;64;110;7;1
73;32;29;15;38;320;1440;9,9296E+15;32;55;108;5;1
63;21;29;117;48;490;1470;99482;322;38;108;5;1
54;5;13;50;2,8E+16;120;1070;99079;348;88;135;7;1
82;52;34;12;42;180;1670;99366;324;39;106;5;1
78;28;31;21;46;280;2080;99434;323;64;98;5;1
64;22;34;14;23;560;1150;9,8958E+15;318;7;117;6;1
78;28;31;21;46;280;2080;99434;323;64;98;5;1
69;32;27;160;34;580;1850;9,9938E+15;334;6;90;6;1
68;11;42;11;42;510;1320;99059;318;74;113;7;1
62;26;32;153;31;640;1850;99835;331;61;94;5;1
64;22;34;14;23;560;1150;9,8958E+15;318;7;117;6;1
67;3;29;28;25;370;1070;99159;331;63;113;7;1
67;3;29;28;25;370;1070;99159;331;63;113;7;1
71;2;3;9;19;40;280;98931;32;36;120;6;1
72;2;36;25;2,8E+16;220;1570;9938;348;49;106;6;1
89;26;33;81;24;470;2020;9,9558E+15;313;46;108;6;1
75;25;32;82;24;530;2090;9,9563E+15;312;46;108;6;1
71;2;3;9;19;40;280;98931;32;36;120;6;1
63;27;46;111;53;440;1770;9,9691E+15;318;67;94;5;1
65;3;39;78;38;610;2190;9959;319;5;94;5;1
67;3;29;28;25;370;1070;99159;331;63;113;7;1
66;36;52;101;5;290;1400;9,9628E+15;307;4;94;5;1
615;21;37;32;21;200;800;9,9076E+15;339;47;120;5;1
65;18;41;142;39;470;1290;9,9678E+15;328;72;103;7;1
65;18;41;142;39;470;1290;9,9678E+15;328;72;103;7;1
65;18;41;142;39;470;1290;9,9678E+15;328;72;103;7;1
66;26;21;29;2,6E+16;480;1260;9,9089E+15;322;38;113;7;1
66;35;35;60;63;310;1500;9,9537E+15;31;47;94;6;1
65;28;28;204;4,1E+16;400;1440;10002;314;38;87;5;1
66;36;52;101;5;290;1400;9,9628E+15;307;4;94;5;1
66;26;21;29;2,6E+16;480;1260;9,9089E+15;322;38;113;7;1
65;18;41;142;39;470;1290;9,9678E+15;328;72;103;7;1
615;21;37;32;21;200;800;9,9076E+15;339;47;120;5;1
45;19;21;95;33;890;1590;9,9332E+15;334;42;80;5;1
80;24;26;17;33;360;1360;99316;344;51;104;7;1
78;17;23;17;2,9E+16;390;1280;99272;337;41;107;7;1
70;24;24;90;3;420;2190;99636;347;46;102;6;1
58;6;0;13;4,4E+16;720;1970;9,9202E+15;356;43;109;5;1
59;445;26;14;2,7E+16;230;1090;9,9148E+15;33;36;105;6;1
67;28;28;24;12;360;1000;99064;326;39;117;7;1
68;44;2;160;65;610;1860;99884;313;45;86;5;1
72;24;27;114;34;400;1740;9,9773E+15;32;44;90;5;1
87;31;73;1435;4,4E+16;270;1910;100013;296;88;87;5;1
82;32;26;21;62;260;870;98974;31;47;128;6;1
72;24;27;114;34;400;1740;9,9773E+15;32;44;90;5;1
87;31;73;1435;4,4E+16;270;1910;100013;296;88;87;5;1
75;13;38;11;23;420;1040;9,9112E+15;328;53;118;6;1
92;14;37;11;34;360;840;99136;305;55;116;6;1
74;2;37;12;2,8E+16;280;890;9,9132E+15;314;61;118;6;1
61;15;35;158;42;550;1580;9,9642E+15;324;37;106;5;1
76;23;4;52;66;140;910;9,9488E+15;317;8;97;5;1
81;33;22;52;47;240;1510;9,9527E+15;322;47;103;5;1
715;17;24;96;1,19E+16;560;1780;9,9578E+15;315;44;102;6;1
67;12;3;52;48;380;1130;9,9352E+15;333;44;101;7;1
57;18;36;12;46;90;710;9,9199E+15;37;68;109;7;1
58;15;28;8;3,7E+16;430;1270;99198;324;51;93;5;1
66;23;29;1445;57;290;1440;99756;333;54;102;6;1
715;17;24;96;1,19E+16;560;1780;9,9578E+15;315;44;102;6;1
70;34;39;69;66;430;1620;99561;311;53;95;5;1
64;68;26;34;69;250;1460;9,9347E+15;318;4;93;5;1
73;22;31;23;1,8E+16;450;800;98936;306;34;129;7;1
64;28;27;110;42;450;1480;9,9786E+15;314;46;87;5;1
69;4;22;595;81;760;3030;99705;34;57;94;5;1
68;19;23;51;34;710;2040;9942;323;69;101;5;1
71;23;24;54;39;600;1960;9948;319;78;100;4;1
645;14;42;12;5;510;1290;99116;327;69;111;7;1
65;15;44;126;5,2E+16;650;1580;9,9688E+15;326;7;103;7;1
71;15;34;10;33;270;730;98974;324;41;122;6;1
67;33;34;66;67;350;1560;9,9542E+15;311;48;93;6;1
72;3;26;15;4,1E+16;460;1780;99154;319;56;113;6;1
70;23;33;10;43;460;1100;99118;304;65;108;6;1
80;13;25;11;33;150;860;99044;298;39;112;8;1
62;21;34;66;3;360;910;9914;332;45;125;7;1
83;4;41;82;5;150;1220;9979;339;49;93;5;1
59;34;31;20;3;380;1420;98892;34;41;129;7;1
66;12;25;14;39;210;1310;9,9114E+15;32;45;112;7;1
96;655;21;20;39;210;1200;9,9188E+15;30;10;126;6;1
68;26;4;75;46;450;1790;9,9583E+15;32;49;93;5;1
59;34;31;20;3;380;1420;98892;34;41;129;7;1
59;3;3;20;3;380;1420;98892;341;41;129;7;1
70;15;3;133;49;460;1200;9,9704E+15;32;36;95;7;1
79;37;31;285;3,7E+16;50;240;9911;319;36;119;6;1
72;35;25;56;32;230;1200;99334;293;66;103;7;1
72;32;24;56;33;230;1200;99334;292;66;103;7;1
76;1;33;10;31;330;930;9,9094E+15;306;68;112;6;1
62;25;31;32;3;320;1500;9,9014E+15;318;31;120;6;1
71;31;17;10;42;210;1440;9,9304E+15;313;4;96;5;1
76;18;28;71;4,1E+16;290;1100;9,9652E+15;32;42;92;6;1
80;17;29;24;2,9E+16;520;1190;98944;303;33;129;6;1
72;19;27;112;61;460;1490;99772;299;59;93;6;1
76;32;25;95;3;150;1360;99367;31;44;121;6;1
71;31;17;10;42;210;1440;9,9304E+15;313;4;96;5;1
66;21;29;18;2,6E+16;350;1280;9,9183E+15;337;48;112;6;1
70;16;36;26;2,9E+16;280;980;99126;311;37;112;7;1
80;17;29;24;2,9E+16;520;1190;98944;303;33;129;6;1
66;24;38;80;42;560;1870;99577;321;46;92;5;1
72;19;27;112;61;460;1490;99772;299;59;93;6;1
76;18;28;71;4,1E+16;290;1100;9,9652E+15;32;42;92;6;1
69;3;25;33;4,1E+16;260;1240;9,9428E+15;318;5;93;6;1
62;28;27;103;3;260;1080;9,9388E+15;32;36;107;6;1
69;31;32;12;24;200;1660;99208;305;54;98;6;1
67;23;25;16;3,6E+16;280;1430;99256;33;54;103;6;1
62;28;27;103;3;260;1080;9,9388E+15;32;36;107;6;1
57;23;28;965;25;260;1210;9925;328;38;113;6;1
65;22;5;164;48;360;1820;9,9904E+15;302;49;88;6;1
70;18;37;15;43;160;1040;99216;318;5;108;5;1
69;31;32;12;24;200;1660;99208;305;54;98;6;1
69;3;25;33;4,1E+16;260;1240;9,9428E+15;318;5;93;6;1
65;46;31;50;2,7E+16;150;720;99165;326;6;115;7;1
65;23;36;163;38;430;1330;99924;326;41;88;5;1
65;23;36;163;38;430;1330;99924;326;41;88;5;1
65;23;36;163;38;430;1330;99924;326;41;88;5;1
66;26;38;65;17;680;2010;9956;319;38;94;6;1
67;26;39;64;171;640;2000;9,9562E+15;319;38;94;6;1
75;28;39;102;45;590;2090;9972;316;63;96;6;1
65;23;36;163;38;430;1330;99924;326;41;88;5;1
68;23;42;74;4,4E+16;560;1890;9958;322;48;93;6;1
78;25;34;137;4,4E+16;660;1840;99976;322;75;89;5;1
78;25;34;137;4,4E+16;660;1840;99976;322;75;89;5;1
56;2;22;13;49;250;1550;9,9296E+15;374;43;100;5;1
64;21;44;74;45;470;1820;9957;324;46;91;5;1
68;23;42;74;4,4E+16;560;1890;9958;322;48;93;6;1
68;24;37;745;43;590;1880;99579;32;5;94;6;1
78;25;28;72;4;460;1790;99541;314;6;101;6;1
78;25;34;137;4,4E+16;660;1840;99976;322;75;89;5;1
68;16;29;104;46;590;1430;99518;32;4;108;6;1
52;28;29;11;2,8E+16;180;690;9,9168E+15;324;54;100;6;1
75;18;31;65;2,9E+16;530;1600;9,9276E+15;303;38;109;6;1
